bloop1,TSF,Season,SiteName,toposd15_var_2,FocalSt_TWI15_2
WAG9C20181,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20182,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20183,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20184,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20191,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20192,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20193,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20194,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20201,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20202,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20203,UNB,WAG,Loamy,5.967023,0.566006
WAG9C20204,UNB,WAG,Loamy,5.967023,0.566006
WAG9E20181,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20182,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20183,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20184,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20191,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20192,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20193,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20194,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20201,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20202,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20203,UNB,WAG,Loamy,4.219102,1.179586
WAG9E20204,UNB,WAG,Loamy,4.219102,1.179586
